,Name,Category,Image,Well_Known_Movie,Bio
2183,Phoolan Devi,Actress,"https://m.media-amazon.com/images/M/MV5BZWViODNlZTMtNjFhMy00ZDRkLWI4ZDctOGI1NDk3Yjk2ODNhXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR4,0,140,209_AL_.jpg",Chingari Aur Sholay,"Phoolan Devi was born on August 10, 1963 in Ghura Ka Purwa, Uttar Pradesh, India"
2184,Priyanka Gandhi,Self,"https://m.media-amazon.com/images/M/MV5BZjJkN2UyMzUtZTU0YS00YTM2LWIyYmItNGU3NTcyNGIxNzcyXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg",India's Rajiv,"She is married to Robert Vadra, a businessman from Delhi"
2185,Balkrishna,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Een Meen Sadeteen,"Balkrishna was born in 1913 in Arasikere, Karnataka, India"
2186,Subbu Panchu,Actor,"https://m.media-amazon.com/images/M/MV5BNzU3MTMyMmMtMzRkZi00NWUyLTgxZDktODExN2Y3YjY4MzgwXkEyXkFqcGdeQXVyMzYxOTQ3MDg@._V1_UX140_CR0,0,140,209_AL_.jpg",Mankatha,"Subbu Panchu was born in 1969 in Rayavaram, Pudukkottai, Tamil Nadu, India as Subramaniam Panchu Arunachalam"
2187,Calum Mill,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Oil Strike North,Calum Mill was born in October 1918 in India as Malcolm David Mill
2188,Jose Pellissery,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Janathipathyam,"Jose Pellissery was born in 1952 in Kerala, India"
2189,Paddy Ashdown,Self,"https://m.media-amazon.com/images/M/MV5BZDFhNWNmMTUtZjFmOC00ZGJlLWFkZGMtZjQxMTg0YWFlMzA3XkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UY209_CR110,0,140,209_AL_.jpg",UK General Election,"Paddy Ashdown was born on February 27, 1941 in New Delhi, British India as Jeremy John Durham Ashdown"
2190,Rajababu,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Yaadgaar,"Rajababu was born on October 15, 1937 in Rajahmundry, Andhra Pradesh, India as Punyamurthula Appalaraju"
2191,Tripti Nadakar,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Kusume Rumal,"Tripti Nadakar was born on January 2, 1969 in Darjeeling, India"
2192,Vaali,Music Department,"https://m.media-amazon.com/images/M/MV5BNmY1MWRjNjktNmRlMC00NTI0LTk3ZmQtNjBkZDc3MmUzZGVjXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY209_CR9,0,140,209_AL_.jpg",Dasavatharam,"Vaali was born on October 29, 1931 in Srirangam, Madras Presidency, British India"
2193,Anup Jalota,Music Department,"https://m.media-amazon.com/images/M/MV5BODU4ZmIyNDItMDQwZC00ZTQ2LWI1ZGQtNzU1YzA4MGEzNmE3L2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR11,0,140,209_AL_.jpg",Qatl,"Anup Jalota was born on July 29, 1953 in Nainital, Uttar Pradesh, India"
2194,Malcolm Luker,Music Department,"https://m.media-amazon.com/images/M/MV5BMTM3NTc3NDI2OV5BMl5BanBnXkFtZTcwMDAyMjM3NQ@@._V1_UY209_CR8,0,140,209_AL_.jpg",Deja Vu,"Malcolm Luker was born on March 5, 1946 in New Delhi, British India"
2195,Amol Rajan,Self,"https://m.media-amazon.com/images/M/MV5BOWExN2Q0YWQtYTM5NS00MWQxLWJlZDQtYjAxMjdlZThiMDVlXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR78,0,140,209_AL_.jpg",UK General Election,"Amol Rajan was born on July 4, 1983 in Calcutta, India"
2196,Vishram Bedekar,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Thakicha Lagna,
2197,G.V. Iyer,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Bhagwat Geeta,G
2198,Anuj Saini,Assistant Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Kick,
2199,Rizwann Sikander,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Tech Sex,Rizwann Sikander is an Indian Actor turned Producer
2200,Shanu Singh Rajput,Cinematographer,"https://m.media-amazon.com/images/M/MV5BMTVhOTljYWEtMjE0OC00ZDEzLTkwYzgtNTM1NmUzYWIxNDQwXkEyXkFqcGdeQXVyNjIzMDY0OTE@._V1_UX140_CR0,0,140,209_AL_.jpg",India Strikes-10 Days,Shanu Singh Rajput (aka Anjani Singh) Indian Cinematographer Shanu Singh Rajput is an Indian cinematographer known for his work in Hindi and Marathi cinema
2201,Protima Dasgupta,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Chhamia,"Protima Dasgupta was born in 1922 in Bhavnagar, India"
2202,Rekha Boj,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Rangeela (telugu),"Rekha Boj was born on September 30, 1998 in Visakhapatnam, Andhra Pradesh, India as Sri Sushma"
2203,Minoti Vaishnav,Producer,"https://m.media-amazon.com/images/M/MV5BMjMwOTg4NjAwN15BMl5BanBnXkFtZTgwOTI3NDY5NTE@._V1_UY209_CR33,0,140,209_AL_.jpg",Hunting Hitler,"Minoti Vaishnav was born in Mumbai, India, but left home at 19 and moved to Los Angeles to pursue her childhood dream of becoming a pop star"
2204,Rajasulochana,Actress,"https://m.media-amazon.com/images/M/MV5BNDI5ZjY5ZTYtNDgwMi00ZmJhLTkwNWMtMDExNWY5OTNlNDhiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR6,0,140,209_AL_.jpg",Piya Milan,"Rajasulochana was born on August 15, 1935 in Bezawada, Madras Presidency, British India"
2205,Kaka Radhakrishnan,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Guna,"Kaka Radhakrishnan was born in 1925 in Trichy, Tamil Nadu, India"
2206,Sanjay Soorkar,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Aai Shappath..!,
2207,Tulsidas,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Ramayan,Tulsi Das was a Brahmin Hindi poet and religious reformer
2208,Ashwin Gangaraju,Assistant Director,"https://m.media-amazon.com/images/M/MV5BMzFjNTQ0ZmUtYmM3Yy00ZDAzLWJkZTgtNDBkYTczZjQxMzFlXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR13,0,140,209_AL_.jpg",Bãhubali: The Beginning,
2209,Mangalampalli Balamuralikrishna,Music Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Hamse Geethe,"Mangalampalli Balamuralikrishna was born on July 6, 1930 in Sankaraguptam, East Godavari District, Madras Presidency, British India"
2210,Vatsal Chevli,Sound Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Saaho,"Vatsal Chevli, born 16 July in Surat, India is an aspiring Singer & A Sound Engineer from India"
2211,P.G. Viswambharan,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Ee Sabdam Innathe Sabdam,P
2212,Ahmed Sharif,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Mohanayok,"Ahmed Sharif was born on 12 August, 1943 in Kushtia, East Bengal, British India (now Bangladesh)"
2213,Jayashankarr,Writer,"https://m.media-amazon.com/images/M/MV5BNTEzNzg3ZjYtODVhMi00NWY3LTg4N2UtZDg1N2JmMTQ2MjQ3XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR87,0,140,209_AL_.jpg",Happy Ending,"Jayashankarr is a director and writer , He made his directorial debut with the film Paperboy(2018)"
2214,Karan Choudhary,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,The Timepiece,"Karan Choudhary was born on November 11th, 1989 and raised in Faridabad, India"
2215,Mithun Rajakumar,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Kaala,Mithun Rajakumar is an Indian actor
2216,K Krishna Kumar,Composer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,The Ghazi Attack,"Krishna Kumar, better known by his stage name K, is a music director and composer from Chennai, Tamil Nadu"
2217,Ashok Lokhande,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Sarfarosh,"Ashok Lokhande was born on September 9, 1962 in Bombay, Maharashtra, India"
2218,Madhukar Toradmal,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Raakh,"Madhukar Toradmal was born on July 24, 1932 in Bombay, Bombay Presidency, British India"
2219,Rajeev Khandelwal,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Kavyanjali,Mistaken with actor Rajeen Khandewal due to having the same name
2220,Rahul Aggarwal,Producer,"https://m.media-amazon.com/images/M/MV5BMTYzMjI5NjU0Nl5BMl5BanBnXkFtZTcwNzI3ODE2Mw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Bharat Bhagya Vidhata,"Rahul Aggarwal is an Indian film actor, producer and director known for his works in Hindi cinema"
2221,Yusuf Khan,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Allah Rakha,"Yusuf Khan was born in 1929 in Kasur, Punjab, British India"
2222,Tripti Mitra,Actress,"https://m.media-amazon.com/images/M/MV5BYTJkZjgzYzctMGUwMi00NTUxLTkyNDctYjM0MGFjOWViMmU2XkEyXkFqcGdeQXVyNDI3NjcxMDA@._V1_UX140_CR0,0,140,209_AL_.jpg","Jukti, Takko Aar Gappo","Tripti Mitra was born on October 25, 1925 in Dinajpur, Bengal Presidency, British India as Tripti Bhaduri"
2223,Joy Banerjee,Actor,"https://m.media-amazon.com/images/M/MV5BYzNiZWYyYWQtYzM5ZC00YzJiLWI3NzMtYmY4ZGU1NmRkNTE3XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR86,0,140,209_AL_.jpg",Bidrohi,"Joy Banerjee was born on May 23, 1963 in India"
2224,Morarji Desai,Self,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Congress Session in Bombay,"A native of Bhadeli, a village near the city of Bulsar, in what is now the state of Gujarat, Morarji Ranchhodji Desai was born on leap years day in 1896, the oldest of the 6 children of Ranchhodji Desai, a teacher, and Vajiaben (or Maniben) Desai"
2225,G. Srinivasan,Producer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Kannathil Muthamittal,G
2226,Pamela Rooks,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Miss Beatty's Children,
2227,Rudraprasad Sengupta,Actor,"https://m.media-amazon.com/images/M/MV5BOTg4YTcxYmUtOGUyNy00Mzk0LTkxZWUtMDQxOTBjZjQ4N2UyXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR8,0,140,209_AL_.jpg",Little Buddha,"Rudraprasad Sengupta was born on January 31, 1935 in Bengal Presidency, British India"
2228,Mithun Purandare,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Darbar,Mithun Purandare is an Indian actor/model/ fitness model
2229,N.L. Balakrishnan,Camera Department,"https://m.media-amazon.com/images/M/MV5BNzIzMDY5YWUtNzdhZC00Y2JiLWI4NWYtMzU1NTMxMTljMjFiXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY209_CR0,0,140,209_AL_.jpg",Aravam,N
2230,Nanabhai Bhatt,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Adhi Raat Ke Baad,Uncle to Suneel and Darmesh Darshan ( Daughters sons)
2231,Prabhakar Reddy,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Ketugadu,"Prabhakar Reddy was born in 1935 in Thungathurthi, Nalgonda, Andhra Pradesh, India"
2232,Gopalakrishna Paruchuri,Writer,"https://m.media-amazon.com/images/M/MV5BZjA5Nzc0NGItODYzMC00NzIwLTgxZGUtMmEzNTczNDcwYThmXkEyXkFqcGdeQXVyNDc2NzU1MTA@._V1_UX140_CR0,0,140,209_AL_.jpg",Veta,Dr
2233,Amjad Hossain,Writer,"https://m.media-amazon.com/images/M/MV5BN2U4ZjdkODctNjc1NS00NzIwLWI5MTQtOTFmYTM5ZmQyODk5XkEyXkFqcGdeQXVyNDI3NjcxMDA@._V1_UY209_CR43,0,140,209_AL_.jpg",Golapi Ekhon Traine,"Amjad Hossain was born on 14 August, 1942 in Jamalpur, East Bengal, British India (now Bangladesh) in a Muslim family"
2234,Rahul Dravid,Self,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Stumped,"Rahul Dravid was born on January 11, 1973 in Indore, Madhya Pradesh, India"
2235,Vallabhbhai Patel,Self,"https://m.media-amazon.com/images/M/MV5BNmFmZjg4OGItNGQ3OC00OWZlLTk1NjQtZTcyZjgzZGVlZWJkXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR7,0,140,209_AL_.jpg",Congress Session in Bombay,"Known as the ""Iron Man of India"", Vallabhbhai Patel was born in Gujarat"
2236,Arathi,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Dharmasere,"Arathi was born in 1954 in Aragal, Mysore, Karnataka, India"
2237,T. Prakash Rao,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Uttama Puthiran,Was influenced by communist ideology and joined 'Praja Natya Mandali'
2238,Vishwamitter Adil,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Inspector Eagle,
2239,Mikkilineni,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Maya Bazaar,"Mikkilineni was born in 1918 in Kolavennu, Krishna District, Andhra Pradesh, India as Radha Krishna Murthy Mikkilineni"
2240,Sasi Shankar,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Peralagan,
2241,Adil Afsar,Camera Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Kapoor & Sons,
2242,Abdul Kalam,Actor,"https://m.media-amazon.com/images/M/MV5BM2VmNjYwZDgtMmU4NC00ZmEyLWEwOWQtNDZlYzM3ZDRhZTY5XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg",Ek Aadat,"Abdul Kalam was born on October 15, 1931 in Rameswaram, Tamil Nadu, India as Avul Pakir Jainulabdeen Abdul Kalam"
2243,Vivian Cox,Producer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Tread Softly,"Vivian used to be a teacher at Cranleigh School, Surrey in the 70s"
2244,Kalika Prasad Bhattacharya,Music Department,"https://m.media-amazon.com/images/M/MV5BMjMyN2Y3ZTgtZTMzMy00NDljLWJlNjctZDU5NWU1NDFhNTE4XkEyXkFqcGdeQXVyNDI3NjcxMDA@._V1_UY209_CR13,0,140,209_AL_.jpg",Jaatishwar,"Kalika Prasad Bhattacharya was born in Silchar, Assam, India"
2245,Shobha De,Writer,"https://m.media-amazon.com/images/M/MV5BZTY3NzlkMTMtNTQ5My00YmVmLWI2MmEtZjg4NDI0MTEyMTE0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg",Lipstick,"Shobha De was born on January 7, 1948 in Bombay, State of Bombay, India"
2246,Pranit Majgaonkar,Editorial Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,The Warrior Queen of Jhansi,
2247,Debaki Bose,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Sagar Sangamey,"Debaki Bose was born on November 25, 1898 in Burdwan, Bengal, British India"
2248,Lyndam Gregory,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,The Consultant,Born 1955 Lyndam moved with his parents and brother Eric from his native India to England in the early 1960s
2249,Ejaz Durrani,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Heer Ranjha,"Ejaz Durrani was born in 1935 in Jalalpur Jattan, Punjab, British India"
2250,Suchitra Bhattacharya,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Ramdhanu: The Rainbow,
2251,Virender Sehwag,Self,"https://m.media-amazon.com/images/M/MV5BZDAzYzNjMmEtZjkzZS00MDBlLTg2MWUtNjVhYTE0MWRlMmYzXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR13,0,140,209_AL_.jpg",Border-Gavaskar Trophy,"Virender Sehwag was born on October 20, 1978 in Delhi, India"
2252,Clare Marshall,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Night Drive,"Clare Marshall was born in Calcutta, West Bengal, India"
2253,Abdul Jabbar Khan,Writer,"https://m.media-amazon.com/images/M/MV5BMWZmODk0ODYtOWNiMy00YzJjLTg4YzItN2FjYzZjOTMyZTNhXkEyXkFqcGdeQXVyNDI3NjcxMDA@._V1_UY209_CR16,0,140,209_AL_.jpg",Jowar Elo,"Abdul Jabbar Khan was born on April 20, 1916 in Munshiganj, East Bengal, British India"
2254,S.N. Tripathi,Composer,"https://m.media-amazon.com/images/M/MV5BNTJjMmJjM2YtMmVlOC00NWQ4LTk4NWEtOGE3ZjJhMTlhYTU3XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR8,0,140,209_AL_.jpg",Lav-Kush,S
2255,Aslam Pervaiz,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Juram Te Insaf,"Aslam Pervaiz was born in 1932 in Lahore, Punjab, British India as Chaudhary Muhammad Aslam"
2256,Ajoy Kar,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Saptapadi,
2257,Amirbai Karnataki,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Bharat Milap,"Amirbai Karnataki was born in 1906 in Bijapur, Karnataka, India"
2258,V.K. Pavithran,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Yaro Oral,He has been instrumental in creating a new sensibility in Malayalam cinema by breaking fresh ground in selection of themes and treatment
2259,Jim Corbett,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Man-Eater of Kumaon,British hunter who spent most of his adult life in India
2260,V.K. Sharma,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Bhola Bhala,V
2261,Antony Thomas,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Thy Kingdom Come... Thy Will Be Done,"Antony Thomas was born on July 26, 1940 in Calcutta, India"
2262,Ram Kamal Mukherjee,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Seasons Greeting,"Ram Kamal Mukherjee is best known for his coffee-table book on actress Hema Malini, Hema Malini Diva Unveiled (2005) becoming the youngest Bollywood biographer in India at the age of 27"
2263,M.V. Rajamma,Actress,"https://m.media-amazon.com/images/M/MV5BZmUzZDg5ZjQtNGIwZi00NDQwLTkwZTItYTkyZGI3MDE1MzA1XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR50,0,140,209_AL_.jpg",Thedi Vanda Mappillai,M
2264,Atal Bihari Vajpayee,Music Department,"https://m.media-amazon.com/images/M/MV5BYmRkZmI4MGItMDY0Mi00ODAxLWE3MTQtMzEzODhkNjc4YjU3XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR10,0,140,209_AL_.jpg",Kya Khoya Kya Paya,"Atal Bihari Vajpayee was born on December 25, 1924 in Gwalior, Central India Agency, British India"
2265,Kunal Rajan,Sound Department,"https://m.media-amazon.com/images/M/MV5BMGViMDJhZjAtMWExZC00OWE4LTgzOTgtM2YwYWM3Yzk0YWJkXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg",Race to Witch Mountain,"Hollywood, USA"
2266,Jimpa Bhutia,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Love in a Nutshell,"Jimpa Bhutia born on the 18th of July 1998, is an Indian filmmaker with ancestral origins from Tibet"
2267,Upendra Madhav,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Manchi Lakshanalunna Abbayi,
2268,Arundhati Devi,Actress,"https://m.media-amazon.com/images/M/MV5BN2IxNDk3NmItMGRlOS00NGJjLTljNjQtN2NkYTg0YjhiZjBkXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR15,0,140,209_AL_.jpg",Jotugriha,"Arundhati Devi was born in 1925 in Barisal, Bengal Presidency, British India as Arundhati Guha Thakurta"
2269,Ouseppachan,Composer,"https://m.media-amazon.com/images/M/MV5BYzM4NDNlNTUtMTMzMS00YzJmLWIxYjItNWE0MzE0Y2M1MDhjXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY209_CR0,0,140,209_AL_.jpg",Ore Kadal,"Ouseppachan was born on September 13, 1955 in Thrissur, Kerala, India as Mecheri Ouseppachan"
2270,Neha Janpandit,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Shraddha,"Neha Janpandit was born on June 8, 1988 in Bombay, Maharashtra, India"
2271,V.K. Murthy,Cinematographer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Sahib Bibi Aur Ghulam,V
2272,A.V.S. Subramanyam,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Roommates,A
2273,Jahnavi Dhanrajgir,Editorial Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Gunday,
2274,Robin Netscher,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,The Happiest Days of Your Life,"Robin Netscher was born on September 16, 1935 in Bombay, India as Robin Ian Netscher"
2275,Jiddu Krishnamurti,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Gente iluminada,"Jiddu Krishnamurti was born on May 11, 1895 in Madanapalle, Andhra Pradesh, India"
2276,J.P. Chandrababu,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Thattungal Thirakkapadum,J
